date,amount,description,category
19-12-2024,228.74,Electronics,Shopping
19-12-2024,230.76,Water bill,Utilities
19-12-2024,7.61,Internet bill,Utilities
19-12-2024,249.04,Electricity bill,Utilities
20-12-2024,155.36,Coffee,Food
20-12-2024,49.95,Clothing purchase,Shopping
20-12-2024,205.14,Bus ticket,Transport
20-12-2024,153.18,Bus ticket,Transport
20-12-2024,175.53,Online shopping,Shopping
20-12-2024,126.21,Uber ride,Transport
21-12-2024,132.56,Fuel refill,Transport
21-12-2024,13.24,Bus ticket,Transport
21-12-2024,154.16,Grocery shopping,Food
22-12-2024,11.16,Online shopping,Shopping
22-12-2024,203.54,Concert,Entertainment
22-12-2024,36.25,Concert,Entertainment
22-12-2024,169.71,Clothing purchase,Shopping
23-12-2024,112.05,Clothing purchase,Shopping
23-12-2024,132.61,Electricity bill,Utilities
23-12-2024,156.34,Internet bill,Utilities
23-12-2024,207.99,Uber ride,Transport
23-12-2024,130.86,Fuel refill,Transport
23-12-2024,54.28,Online shopping,Shopping
24-12-2024,190.78,Concert,Entertainment
24-12-2024,156.03,Concert,Entertainment
24-12-2024,161.79,Movie night,Entertainment
24-12-2024,236.72,Uber ride,Transport
25-12-2024,24.27,Concert,Entertainment
25-12-2024,126.27,Bus ticket,Transport
25-12-2024,88.57,Restaurant,Food
25-12-2024,179.36,Restaurant,Food
25-12-2024,169.77,Electronics,Shopping
25-12-2024,216.74,Electricity bill,Utilities
26-12-2024,36.04,Clothing purchase,Shopping
26-12-2024,102.61,Uber ride,Transport
26-12-2024,87.16,Water bill,Utilities
26-12-2024,146.07,Online shopping,Shopping
26-12-2024,49.05,Electricity bill,Utilities
27-12-2024,220.55,Fuel refill,Transport
27-12-2024,29.02,Water bill,Utilities
27-12-2024,240.76,Clothing purchase,Shopping
27-12-2024,124.98,Electricity bill,Utilities
27-12-2024,90.27,Restaurant,Food
28-12-2024,17.66,Online shopping,Shopping
28-12-2024,204.11,Grocery shopping,Food
28-12-2024,158.41,Restaurant,Food
29-12-2024,242.13,Uber ride,Transport
29-12-2024,114.96,Restaurant,Food
29-12-2024,121.63,Netflix subscription,Entertainment
29-12-2024,136.84,Coffee,Food
29-12-2024,76.97,Uber ride,Transport
29-12-2024,127.56,Concert,Entertainment
30-12-2024,84.37,Movie night,Entertainment
30-12-2024,213.87,Concert,Entertainment
30-12-2024,244,Internet bill,Utilities
30-12-2024,120.24,Online shopping,Shopping
30-12-2024,242.54,Clothing purchase,Shopping
31-12-2024,198.1,Water bill,Utilities
31-12-2024,92.66,Movie night,Entertainment
31-12-2024,94.91,Electronics,Shopping
31-12-2024,147.92,Bus ticket,Transport
31-12-2024,116.35,Uber ride,Transport
